total_distance_km,average_trip_speed_kmph,ambient_temperature_C,trip_duration_min,charging_cycles,fast_charging_ratio_%,average_battery_temperature_C,battery_health_%
33720.9,22.5,38.25,29.56,599,49.87,46.26,45.0
1445.3,21.41,19.67,83.81,50,17.08,26.71,94.15
28444.29,26.74,34.84,54.58,540,17.73,45.57,47.67
38840.03,49.11,36.71,52.12,640,8.76,44.61,45.0
18068.79,27.35,35.54,44.85,352,24.56,38.45,74.56
10163.96,40.46,38.71,14.65,171,35.18,46.7,80.84
28489.97,23.73,41.63,80.59,508,41.68,44.26,52.31
32868.0,56.84,13.45,35.36,640,17.86,25.0,45.0
22310.78,33.76,13.67,61.4,411,9.54,25.0,71.17
38714.38,56.33,37.87,58.59,715,33.83,50.0,45.0
3015.08,57.8,18.83,56.76,54,39.61,27.07,92.7
20687.03,20.25,12.05,52.06,395,24.02,25.0,75.56
29019.7,38.57,24.04,24.52,568,21.82,30.48,54.35
34642.98,20.99,38.7,32.45,568,6.53,44.2,45.0
7990.97,56.35,14.43,51.94,172,27.45,25.0,91.35
32200.14,40.74,33.51,73.15,624,60.11,38.77,45.0
22555.58,23.0,10.13,44.56,423,13.02,25.0,73.26
16465.59,24.41,13.84,26.31,282,14.41,25.0,80.53
6136.89,35.34,22.28,17.04,83,21.1,34.69,88.19
34746.53,57.61,12.93,63.04,691,27.38,25.0,45.0
7133.66,47.72,39.61,43.87,107,6.91,44.36,81.85
13081.73,54.7,40.24,20.03,276,29.98,45.83,73.13
12311.78,34.66,36.44,63.96,234,30.48,46.39,77.21
34985.15,21.73,18.49,26.61,687,14.9,26.07,45.0
27235.42,58.97,28.31,50.72,487,16.4,32.72,62.74
32070.57,20.69,16.45,34.5,543,25.72,27.18,47.78
10768.25,57.91,19.84,84.54,196,15.67,27.09,87.98
25370.09,34.75,28.06,28.26,424,24.29,35.9,64.5
23298.09,20.4,35.73,43.59,491,38.23,40.42,64.88
33480.38,47.57,13.31,86.76,624,37.49,25.0,45.0
36337.4,59.22,20.38,35.5,680,20.91,27.04,45.0
1474.11,58.63,42.43,61.57,50,37.06,46.56,86.79
27286.78,26.44,25.02,35.34,479,25.19,25.0,69.22
3021.6,27.25,42.86,18.85,52,42.53,50.0,84.18
22405.49,42.62,44.7,60.2,410,30.76,47.46,64.06
12217.68,45.49,28.43,83.28,271,25.05,33.08,81.47
12964.29,49.58,20.08,46.21,207,44.59,25.34,82.58
14765.38,27.24,37.68,60.09,250,16.31,49.83,72.49
25230.41,58.36,15.58,58.71,450,20.43,25.0,72.4
14027.95,45.55,18.82,43.21,238,12.57,26.76,81.48
29575.26,53.88,37.47,59.19,501,15.86,46.71,51.48
16776.57,41.6,25.18,30.75,237,20.49,36.33,77.48
3665.77,36.57,17.05,40.24,50,49.81,25.0,94.43
31566.63,59.09,32.79,45.39,601,26.56,41.57,45.0
12144.57,43.28,35.65,79.12,221,18.12,40.45,78.01
17877.91,54.67,14.38,37.87,346,28.41,25.0,74.56
27732.31,58.13,19.69,60.81,490,16.34,26.26,65.2
13965.79,47.01,17.74,27.07,251,20.76,25.0,82.33
3206.84,41.96,23.29,30.21,99,20.26,35.42,91.18
15582.92,20.14,36.72,61.87,322,31.87,48.31,70.68
37833.49,21.6,34.98,70.98,711,38.17,45.35,45.0
26027.64,28.03,33.19,46.97,478,31.17,40.6,63.03
27187.69,27.44,10.22,36.81,507,36.24,25.0,58.87
25659.0,30.19,14.98,82.82,476,37.94,25.0,70.03
8760.69,32.2,17.82,20.86,155,14.48,25.0,89.75
17315.02,34.4,19.52,67.66,305,14.72,25.0,81.44
30286.65,36.82,15.12,65.21,579,8.73,25.0,48.04
4953.54,23.95,24.36,65.22,58,35.79,33.66,88.62
11836.26,21.69,12.63,84.83,252,22.03,26.02,84.43
11776.45,46.96,36.25,68.26,207,17.81,43.74,78.32
17848.74,41.49,37.57,34.13,292,41.33,44.61,69.04
39234.38,37.77,30.1,38.27,700,31.22,35.12,45.0
3632.6,45.38,13.14,41.29,50,12.04,25.0,95.68
21229.34,53.11,41.15,12.46,372,60.97,50.0,62.69
7995.22,37.11,43.8,83.08,131,29.49,47.98,79.5
38856.39,45.64,17.08,15.88,691,34.03,25.0,45.0
5418.84,58.14,34.66,65.98,91,33.74,46.33,83.92
16740.44,53.58,39.47,68.41,303,6.89,49.62,72.69
29777.51,37.04,28.89,77.5,561,27.52,30.83,54.32
28477.62,45.79,21.32,54.27,512,11.06,35.77,54.09
17486.42,27.08,26.75,68.02,326,27.67,29.11,76.91
14514.44,42.42,27.93,34.22,264,16.97,30.31,84.58
16506.88,59.25,24.02,69.65,314,51.98,25.42,77.02
11306.77,40.73,42.54,37.47,207,19.15,48.18,77.04
9007.98,57.11,36.04,82.23,148,34.64,46.81,81.0
19838.55,36.29,18.45,23.07,338,2.12,25.0,77.32
11472.82,59.95,30.49,35.26,214,50.72,35.4,77.41
12211.0,43.17,34.1,49.9,254,57.41,42.17,78.17
26613.49,21.69,14.91,72.07,478,37.67,25.0,67.38
38772.96,43.47,22.54,69.9,687,2.73,29.56,45.0
24541.85,30.98,41.69,26.86,440,43.95,50.0,59.19
4002.2,21.3,29.85,21.54,59,0.9,35.06,95.29
3947.76,52.83,17.59,34.32,55,6.05,25.0,98.36
38105.51,31.03,14.3,48.7,657,13.91,25.0,45.0
12594.34,51.86,28.14,53.12,223,47.99,35.19,79.32
4590.61,31.53,29.17,44.33,89,65.48,38.42,85.52
24362.74,27.77,21.7,63.05,416,23.24,31.42,69.37
25322.3,58.96,32.06,44.2,438,51.53,33.19,64.65
26291.69,34.47,12.4,85.71,454,11.76,25.0,69.56
11428.68,44.06,15.08,30.88,173,57.97,25.0,81.67
1589.32,44.4,29.12,60.19,50,17.64,34.87,92.15
38635.6,42.42,12.16,58.91,698,30.7,25.0,45.0
10784.83,56.59,40.83,32.53,163,30.18,39.47,80.53
27365.03,46.98,14.98,42.94,494,31.51,25.0,68.18
28558.56,36.15,33.59,39.24,502,33.96,37.42,53.27
24790.29,54.5,23.69,23.8,428,51.57,33.75,68.07
13203.39,27.24,23.99,48.18,249,30.81,28.37,80.87
11572.75,41.77,36.77,40.93,194,45.28,48.37,74.3
24309.06,58.02,27.48,24.27,430,22.62,34.29,68.38
34777.73,45.02,35.4,45.99,665,27.77,41.58,45.0
37922.62,52.68,27.68,43.75,667,26.11,32.86,45.0
5130.33,46.14,30.75,20.51,132,17.79,36.61,85.04
7038.32,53.57,36.63,20.5,119,64.05,38.09,82.53
37844.71,57.78,31.26,61.8,660,8.27,33.73,45.0
29724.87,30.92,31.55,66.53,527,28.08,36.71,53.32
35436.76,26.79,37.62,85.29,646,8.12,46.81,45.0
8902.67,39.36,43.22,16.96,193,23.05,50.0,78.34
23915.85,48.07,23.19,19.43,455,13.02,25.0,71.83
28344.44,29.09,30.2,14.15,517,27.07,40.03,53.67
27524.36,20.16,13.02,52.58,532,34.76,25.0,55.36
16917.92,33.72,22.56,59.82,261,25.93,31.51,73.05
1600.4,58.75,24.42,42.28,50,47.73,31.07,92.41
23734.12,47.8,39.23,73.83,439,28.81,49.17,60.72
10870.96,36.05,27.97,64.94,206,6.86,32.72,84.2
18559.92,27.7,35.59,88.87,297,10.58,42.12,74.37
38345.66,34.24,10.67,21.03,672,21.39,25.0,45.0
16562.38,26.79,26.26,14.67,297,64.02,28.54,77.74
33752.26,24.25,41.55,31.98,642,38.4,38.47,45.0
8353.08,56.27,17.85,11.52,200,26.52,25.0,87.59
27225.96,59.91,11.1,84.61,478,17.04,25.0,69.81
39103.27,26.56,25.17,34.32,678,10.72,34.71,45.0
4973.83,22.18,34.66,54.19,111,27.44,45.41,85.88
1324.48,33.19,25.91,35.45,89,42.79,40.06,88.6
17909.73,38.47,26.1,29.66,353,16.19,31.69,74.04
4612.39,28.19,33.44,22.19,65,13.09,38.55,89.15
30186.99,32.06,18.9,35.63,620,20.67,36.56,45.0
36667.4,28.03,36.32,59.23,684,37.85,43.49,45.0
17926.82,50.97,15.36,87.73,306,15.99,25.0,78.6
11089.75,48.5,23.85,54.65,250,20.04,28.49,82.51
17941.73,45.4,32.96,52.62,304,73.43,37.96,71.81
29214.46,35.49,38.99,12.82,516,12.07,47.98,47.35
1353.11,56.36,37.7,77.21,50,14.43,44.0,87.91
23988.71,58.78,35.26,13.59,436,45.95,41.29,63.84
24918.38,26.95,22.57,82.5,454,45.42,32.5,65.39
25869.84,28.92,14.28,53.09,471,28.8,25.0,68.7
10438.86,41.03,17.59,23.48,218,20.38,25.0,84.99
28848.06,23.65,40.27,46.14,466,9.72,44.78,60.39
4564.27,37.46,40.01,89.6,90,35.83,50.0,82.98
8771.54,43.27,43.3,34.41,152,31.38,50.0,79.37
35221.33,40.88,12.66,31.56,622,43.43,25.0,45.0
29810.2,33.24,28.79,19.44,523,3.22,35.48,56.42
1536.08,41.7,32.7,57.77,50,31.24,43.34,87.56
10686.67,58.35,34.87,17.14,174,40.47,37.15,80.84
9361.85,28.24,32.54,71.28,202,18.32,43.25,83.5
11561.45,46.19,36.95,83.54,231,65.53,45.38,71.86
10654.83,21.74,22.58,84.55,189,25.68,26.26,87.09
3438.53,22.66,16.28,18.63,50,15.48,25.0,95.67
18898.68,42.07,17.16,54.66,364,32.3,25.0,75.47
29576.61,24.2,10.42,17.77,571,12.49,25.0,58.72
24662.54,20.89,22.26,55.76,474,12.41,31.91,66.18
27242.0,26.86,13.21,75.2,471,26.65,25.0,70.03
4164.82,42.59,21.25,53.02,54,28.77,29.95,92.77
38108.14,48.13,31.99,79.76,734,9.1,41.53,45.0
33701.18,28.1,41.31,74.13,583,39.12,50.0,45.0
32398.52,46.73,39.39,32.12,601,14.86,50.0,45.0
33096.37,27.3,18.84,60.41,557,48.92,25.0,45.0
37375.71,44.54,14.69,10.59,672,20.92,25.0,45.0
22225.9,36.48,16.76,41.68,419,15.49,25.0,75.46
8811.0,46.15,43.98,29.04,159,32.34,50.0,78.05
25054.56,59.8,29.23,84.97,469,20.21,33.7,66.85
29972.38,57.51,16.39,42.43,514,17.86,27.96,58.35
29778.78,20.17,39.43,62.33,521,65.83,46.31,45.64
21336.51,55.42,23.83,68.56,400,7.62,27.24,73.78
3669.89,22.66,41.47,71.86,84,31.42,46.53,86.44
15473.4,58.12,19.12,68.86,287,19.07,25.0,82.58
36909.9,31.27,23.76,33.13,695,6.29,26.54,45.0
23793.51,35.28,27.67,64.89,391,30.25,34.85,67.11
21994.95,23.67,41.24,53.92,388,24.29,50.0,65.1
11485.29,24.49,40.41,57.79,254,52.94,42.53,74.03
15369.51,49.07,30.1,10.07,312,39.5,38.34,76.39
35918.5,57.77,17.76,30.66,669,20.22,25.0,45.0
26992.06,44.43,24.12,84.45,487,24.1,33.38,65.26
31708.09,48.63,44.15,33.21,602,50.55,48.05,45.0
18719.47,50.48,31.27,45.04,351,16.99,42.55,70.68
25579.64,30.51,37.34,24.93,427,11.35,47.32,60.3
10686.96,21.81,25.75,21.09,219,49.6,34.18,79.26
28512.97,20.07,28.62,26.69,497,12.72,35.1,64.17
17676.45,34.03,25.01,54.29,340,36.93,29.22,75.91
18259.28,29.66,34.6,83.52,292,20.08,42.53,73.7
26323.57,22.49,39.8,36.1,519,25.36,46.98,50.87
37514.94,27.18,27.76,35.87,675,6.03,35.96,45.0
3496.25,24.98,26.83,55.13,50,12.29,31.02,94.6
33164.99,56.6,21.91,38.54,586,14.71,33.28,45.0
12402.94,25.61,16.2,82.83,217,35.54,28.19,85.61
18312.86,41.51,42.87,40.23,333,25.52,48.63,68.28
1854.62,43.72,21.06,49.24,67,7.63,28.11,92.55
12740.8,41.74,38.02,52.67,233,22.99,45.27,75.06
20602.62,23.96,35.04,72.57,320,24.81,42.51,71.21
3190.87,32.75,37.68,55.11,50,10.6,42.22,89.49
20152.73,22.05,42.79,29.13,435,54.45,50.0,64.13
37157.31,35.83,31.82,19.92,679,50.27,35.37,45.0
5110.34,27.54,41.43,85.02,117,32.2,49.27,80.49
30813.19,42.47,15.87,74.13,553,1.48,25.0,47.72
16977.17,47.71,31.93,11.84,284,30.98,40.95,71.83
26551.77,41.28,37.03,75.72,471,25.29,44.82,61.31
11149.23,37.37,19.51,57.25,206,19.48,25.0,83.67
7220.2,35.49,35.93,51.51,120,56.13,44.27,80.91
7258.04,53.67,37.25,10.98,180,3.21,49.21,81.02
3749.19,28.77,39.09,72.47,53,35.41,50.0,87.16
8240.22,49.37,20.95,25.85,123,38.82,29.87,87.54
26904.56,50.3,33.86,68.24,509,42.9,42.54,50.34
35385.93,36.77,20.65,11.27,667,20.19,31.24,45.0
32750.9,31.89,35.87,73.71,596,16.94,45.8,45.0
27720.24,38.82,26.2,11.84,489,47.46,30.46,65.17
5306.84,23.73,30.91,28.87,50,18.73,39.22,88.16
12278.31,21.84,24.55,31.46,254,40.19,30.63,79.58
13082.47,24.46,15.67,22.6,260,21.93,28.55,80.62
10748.32,27.49,16.23,48.48,184,13.4,25.48,87.94
21085.22,40.17,12.71,32.7,385,50.83,25.0,72.82
21886.6,53.97,31.63,89.46,392,25.57,38.07,68.99
14918.55,29.43,39.7,56.4,312,36.16,42.05,73.68
14797.78,57.41,10.73,55.32,243,9.78,25.0,83.46
33313.67,58.2,12.32,27.67,590,34.78,25.0,45.4
31782.42,58.36,26.01,42.7,560,32.8,33.68,45.0
13004.04,53.5,35.82,19.92,244,6.96,50.0,74.92
36637.75,34.55,15.52,71.0,668,89.6,25.0,45.0
38159.79,22.91,19.51,36.49,699,40.32,25.0,45.0
13742.96,42.75,18.12,70.16,228,57.46,25.0,84.49
14822.57,42.35,23.97,39.74,307,30.6,30.86,78.73
20719.73,54.0,17.87,89.1,365,38.15,25.0,71.47
37703.71,59.84,22.34,23.69,715,15.74,30.12,45.0
35176.46,40.33,35.5,10.12,718,27.02,42.4,45.0
5000.15,33.81,31.39,57.59,69,40.75,39.77,87.14
16316.5,27.44,12.84,86.24,305,39.7,25.0,77.05
22581.48,20.19,32.32,61.76,407,25.4,44.2,65.69
20622.17,40.36,26.7,16.86,426,17.17,35.87,72.11
8560.66,42.22,42.71,53.24,149,55.66,50.0,77.73
34493.85,53.0,20.13,82.76,633,61.78,25.0,45.0
27400.69,40.18,35.42,10.52,504,28.62,44.53,49.58
33678.43,56.66,35.58,23.35,610,30.95,44.75,45.0
34491.81,45.12,17.75,75.16,646,15.15,25.0,45.0
30185.88,53.61,41.61,81.51,551,24.42,47.04,45.0
18129.21,25.93,27.19,66.57,342,23.55,34.96,72.34
24811.32,54.21,33.76,89.32,456,27.05,41.48,62.57
7254.25,47.01,15.1,17.22,117,6.52,25.0,91.36
27272.17,26.81,19.02,53.65,489,36.16,25.9,65.44
7990.88,27.59,30.51,64.8,159,25.2,38.41,84.79
28064.03,57.06,21.17,66.21,524,21.48,27.48,57.82
9954.33,21.29,27.49,73.48,212,4.97,34.53,82.42
5584.5,38.5,23.09,83.41,148,9.54,32.75,88.57
7446.1,32.54,32.42,38.93,122,64.08,38.35,84.45
1077.69,46.6,27.05,13.44,50,8.45,36.71,93.42
29030.85,53.59,10.16,39.0,523,47.02,25.0,54.34
29563.64,34.42,32.74,63.73,510,52.88,44.21,49.71
21082.4,37.08,24.77,27.08,397,32.8,32.71,70.88
7293.15,59.28,21.96,74.8,152,47.23,31.2,85.94
4258.62,51.36,13.3,27.58,51,37.43,25.0,94.18
1746.03,55.89,17.71,10.81,50,17.81,25.0,97.45
7464.18,37.55,17.83,50.65,124,14.98,25.69,91.34
35743.37,29.36,42.74,68.12,612,35.01,50.0,45.0
10419.94,36.47,25.14,37.97,189,18.28,33.29,84.4
14816.58,48.64,11.47,69.91,241,24.93,25.0,86.21
5108.47,24.38,14.86,45.07,97,49.1,25.0,92.16
9672.09,30.82,12.77,23.74,183,15.91,25.0,87.47
21249.76,21.87,30.61,17.24,396,39.17,39.18,66.42
24702.35,37.29,16.53,66.85,460,51.69,25.0,69.85
10568.74,53.1,27.45,40.86,230,17.08,37.09,80.75
3251.55,20.99,22.95,83.02,50,31.97,29.54,93.44
16250.28,47.01,38.14,53.22,276,44.6,45.53,71.35
10133.93,57.3,21.22,37.87,201,3.71,25.0,87.49
9562.6,29.48,26.04,37.92,171,22.44,30.85,83.1
38434.65,47.75,35.24,20.52,727,12.19,46.03,45.0
25035.72,59.0,25.17,57.5,469,16.64,34.19,66.7
22718.26,58.49,37.76,56.57,461,52.06,47.74,59.11
17215.23,29.4,33.16,74.0,311,31.28,38.79,74.77
17728.83,24.01,24.37,26.1,285,30.14,36.15,72.31
22095.3,25.93,27.64,33.26,410,5.36,35.62,70.64
28160.76,48.08,43.85,17.78,510,4.43,48.81,51.33
28383.7,49.03,33.16,33.63,529,43.26,41.43,50.45
7696.06,46.97,41.67,44.25,156,15.17,50.0,84.31
20504.4,33.44,16.26,87.12,359,17.02,25.0,80.27
17066.37,26.79,26.91,62.25,285,34.41,31.8,75.25
34950.55,43.23,41.8,72.63,632,19.88,48.9,45.0
25625.34,39.35,21.29,36.04,406,14.97,31.42,69.57
21767.66,49.15,43.87,21.56,398,20.47,49.63,63.06
5500.39,37.65,13.4,30.54,90,62.67,25.0,91.52
24619.88,33.55,41.59,30.52,469,18.83,45.52,66.2
5570.95,31.74,25.58,56.65,52,35.56,35.36,89.35
14151.06,28.46,12.58,37.32,257,46.69,25.0,82.08
6570.84,30.63,40.78,78.59,159,21.22,50.0,78.32
27990.87,23.79,18.82,89.08,526,80.83,28.39,52.65
9043.83,33.87,10.78,37.46,189,31.9,25.0,84.14
16282.52,21.46,14.75,66.4,305,52.7,25.0,77.8
35931.32,27.46,33.07,62.6,612,35.54,39.92,45.0
8968.34,49.87,44.22,25.56,167,36.15,44.25,78.45
20804.4,33.02,13.9,83.44,388,43.01,25.0,74.38
17351.59,46.73,26.17,25.96,289,23.37,38.81,73.92
1706.84,48.68,16.32,68.96,50,37.82,25.0,95.73
31917.57,43.25,36.08,37.81,508,44.21,41.25,45.0
3692.79,58.35,14.13,39.37,59,17.51,25.0,96.82
19495.95,20.86,18.39,46.44,344,40.34,26.63,74.84
22866.45,49.55,16.87,79.16,451,33.52,25.0,70.36
25508.63,58.35,29.34,21.22,449,31.33,42.63,61.48
27856.63,54.49,40.56,14.37,500,21.72,48.94,60.5
10877.62,26.72,27.89,42.16,196,13.3,35.48,83.89
1389.17,33.07,12.04,14.45,50,45.85,25.0,96.67
29214.3,26.9,29.72,65.01,549,27.07,36.36,50.92
21890.61,44.05,37.91,70.83,348,22.77,49.82,65.72
33608.59,48.49,14.63,78.38,639,13.74,25.0,45.0
33034.15,32.68,12.54,69.51,600,20.28,25.0,45.0
33889.72,41.58,16.57,83.31,649,58.42,25.84,45.0
19918.69,47.64,36.11,69.86,293,11.15,46.14,68.34
14011.51,36.85,30.71,84.89,194,37.29,43.85,76.24
31870.77,54.16,28.92,25.45,572,27.66,36.12,45.0
18600.47,50.86,18.73,49.99,351,54.22,25.0,78.11
8154.25,22.59,21.63,89.51,134,44.68,32.08,88.28
34343.99,44.85,43.81,64.53,639,30.62,50.0,45.0
35419.84,29.41,18.42,80.29,669,29.28,27.26,45.0
19186.08,42.3,41.56,12.43,365,21.72,50.0,66.81
3952.29,58.28,30.32,79.74,74,15.24,38.22,89.62
16125.22,55.16,14.32,65.82,296,9.95,25.0,80.5
32337.97,36.18,26.36,23.66,573,14.97,32.71,45.0
36169.19,31.66,43.2,12.05,656,45.43,45.27,45.0
8935.44,29.38,24.65,30.79,137,32.36,34.63,85.13
3611.97,41.3,40.22,83.26,50,21.32,48.82,84.51
35216.67,24.57,18.98,63.45,653,9.94,28.94,45.0
16186.79,41.97,29.98,83.56,283,42.88,34.15,76.77
22128.68,20.05,39.53,45.69,384,9.17,43.98,67.38
38754.57,32.95,42.22,84.93,716,42.31,50.0,45.0
3596.02,28.8,27.0,47.04,75,8.29,34.02,89.41
26284.4,58.85,32.39,26.34,473,5.03,35.76,63.51
3890.11,49.09,10.1,22.11,67,16.73,25.0,96.63
15643.29,33.99,18.86,89.5,295,19.98,25.11,79.71
32348.77,23.71,19.75,36.71,612,40.16,25.26,45.0
17905.42,40.67,13.27,22.8,331,35.2,25.0,77.88
39890.11,28.54,19.79,10.67,695,13.22,25.0,45.0
22803.31,41.46,21.24,32.85,409,15.73,28.03,71.56
13525.32,53.41,43.91,81.13,236,34.67,50.0,73.27
9584.34,44.63,33.4,52.72,148,43.36,37.01,81.49
14670.3,45.35,24.91,60.59,279,19.17,34.39,77.77
15528.8,41.64,44.58,83.79,297,25.7,50.0,71.93
3679.83,57.09,15.36,51.03,85,48.03,25.0,92.34
15413.39,57.28,26.66,77.06,255,5.4,37.0,76.34
19105.3,40.51,32.65,35.91,351,10.08,41.51,71.91
29186.77,32.23,11.95,88.17,531,27.55,25.0,58.09
26612.45,38.38,35.09,16.31,492,48.02,37.72,60.97
28641.86,27.46,13.5,67.99,524,28.23,25.0,54.01
1326.18,45.45,14.91,62.85,50,17.31,25.0,97.08
9489.03,40.0,15.59,25.33,169,45.92,25.0,90.18
26805.69,24.13,42.51,41.11,515,39.78,50.0,49.91
19875.59,27.91,33.91,35.03,340,50.49,40.34,67.99
1207.23,39.19,32.94,17.56,50,25.6,36.35,89.01
32375.29,55.5,29.44,56.78,616,37.11,36.55,45.0
31139.57,42.66,20.25,89.49,546,9.07,25.0,49.42
22388.35,47.26,31.73,54.77,388,5.93,40.86,67.81
3592.07,33.56,24.36,53.62,84,5.68,35.73,92.38
30894.09,42.86,15.09,13.23,526,6.98,25.0,48.1
23764.83,37.9,34.14,21.14,449,27.76,41.83,62.57
31496.44,46.37,14.54,51.06,560,35.54,25.0,45.0
30318.13,22.02,16.67,88.81,561,33.56,25.0,48.11
32317.08,39.73,38.62,80.13,557,18.18,43.68,45.0
21202.31,31.84,33.1,37.22,415,41.13,41.94,65.11
6472.66,33.05,32.08,53.44,87,29.62,34.72,89.26
27175.14,58.44,24.64,54.22,512,19.13,26.68,60.84
25198.48,27.31,23.87,64.83,429,69.3,25.84,65.48
29947.87,32.45,34.16,65.02,590,24.98,40.48,49.58
7625.36,40.4,35.9,73.18,137,18.11,43.12,82.9
8604.03,54.52,27.86,12.0,205,35.17,33.01,85.28
35725.97,36.67,43.92,85.49,629,36.89,47.54,45.0
30249.13,49.75,43.45,15.6,539,16.41,50.0,45.0
36420.91,54.25,24.44,48.09,692,26.81,28.96,45.0
30589.9,32.4,38.72,83.57,521,9.2,47.35,45.0
24289.06,35.71,29.01,49.01,424,19.3,39.9,65.49
26511.18,34.26,27.91,15.09,494,29.61,38.76,59.93
35675.99,53.31,11.92,28.34,623,10.21,25.0,45.0
23573.46,21.77,30.09,56.29,442,26.38,37.74,67.73
25663.26,32.34,41.52,17.03,471,56.89,47.41,56.33
7102.59,47.18,37.3,43.89,91,35.53,45.18,81.75
19482.93,42.62,37.52,36.33,378,22.93,46.89,66.77
28939.49,37.45,15.6,75.22,495,25.51,25.82,66.13
11566.77,41.6,22.55,18.81,230,8.77,33.68,80.05
8887.91,27.9,18.16,64.62,165,22.82,25.0,87.64
13239.25,37.23,21.06,42.53,229,31.37,31.61,80.9
10418.52,40.07,30.28,57.02,162,51.24,35.98,82.52
9381.59,56.05,22.77,26.44,179,26.22,31.79,83.36
17569.18,30.43,29.62,58.78,298,17.14,36.32,73.1
36405.7,54.71,25.35,63.92,692,36.08,29.59,45.0
20775.33,45.77,20.03,15.62,409,81.01,32.19,67.82
8328.89,20.81,13.34,75.95,192,7.49,25.0,88.07
4001.9,48.99,41.21,78.9,80,28.8,44.03,85.97
28150.09,21.42,10.4,15.08,502,54.05,25.0,57.23
15929.15,59.9,10.06,58.25,282,24.58,25.0,80.17
33051.41,54.91,38.94,57.52,592,9.09,47.18,45.0
26720.92,31.89,44.89,11.0,492,37.57,50.0,57.87
32053.42,30.3,35.45,37.39,594,14.5,44.95,45.0
11605.9,35.26,10.53,87.51,242,51.99,25.0,83.14
28002.0,34.25,17.93,54.44,510,5.74,25.0,60.67
11298.42,34.89,44.01,84.66,170,37.98,50.0,74.55
37623.67,32.73,38.3,64.05,674,10.7,42.06,45.0
25818.6,44.85,29.84,12.27,508,13.51,35.77,57.45
13655.96,26.57,18.29,16.22,209,56.66,25.18,84.68
11510.96,53.84,10.5,67.77,228,25.21,25.0,84.5
8446.14,52.5,10.73,54.37,144,3.71,25.0,90.04
28091.0,39.06,31.42,20.17,489,31.05,33.81,61.32
9529.91,54.11,10.76,59.13,183,28.78,25.0,88.48
24216.83,29.89,44.78,74.82,479,43.4,50.0,56.85
11320.77,20.7,16.42,70.24,214,13.77,25.0,86.33
26816.79,44.77,34.87,29.69,481,36.1,37.54,64.17
32782.65,38.32,15.43,30.66,564,56.59,25.0,45.0
31342.98,42.69,28.9,87.43,567,57.35,31.97,45.0
30673.2,55.97,12.82,80.99,524,59.55,25.0,50.03
8321.17,58.8,36.84,35.47,144,30.68,46.27,77.0
4447.01,45.38,30.47,75.92,79,29.04,36.44,88.6
28259.0,50.56,13.02,22.94,455,27.92,25.0,66.24
15365.54,23.35,39.7,25.75,314,24.57,37.22,76.01
17861.5,26.43,29.15,24.5,294,43.9,34.08,76.39
2214.81,49.33,42.26,17.02,50,38.95,50.0,83.5
11123.48,37.25,42.08,78.37,216,11.97,47.04,78.41
2313.38,37.84,42.22,56.3,75,20.43,50.0,85.92
35288.25,32.34,12.72,30.72,622,36.33,25.0,45.0
10492.47,44.29,14.23,77.89,128,22.55,25.0,87.96
22736.15,27.41,44.57,74.21,440,14.2,50.0,64.25
2520.19,45.08,27.07,18.08,50,8.63,39.87,91.76
27007.05,26.95,18.34,61.53,500,66.94,25.79,64.83
13598.07,22.55,36.94,67.75,258,20.58,41.97,76.04
36018.85,33.21,19.25,67.27,574,24.73,25.0,45.0
35636.61,29.25,35.45,67.85,608,13.53,44.36,45.0
13686.33,55.56,39.31,23.56,237,56.86,49.63,71.31
36137.47,22.2,37.45,35.21,592,33.31,41.79,45.0
39850.15,27.06,19.59,77.53,691,3.53,30.49,45.0
33191.21,41.95,24.06,81.87,607,5.96,33.27,45.0
33949.98,39.24,24.46,32.34,615,44.39,31.66,45.0
10711.34,21.83,27.19,11.84,202,22.36,33.96,81.11
23491.39,20.29,15.86,78.78,438,33.05,27.31,69.92
3622.98,59.52,25.84,40.17,50,54.74,33.97,90.15
4701.8,46.35,27.88,36.36,53,44.01,35.39,87.99
39956.81,34.62,28.61,37.76,746,35.13,33.57,45.0
13738.93,38.82,38.7,43.26,288,38.22,45.53,72.42
30179.17,30.66,28.11,40.26,525,44.65,41.01,45.0
32459.94,33.79,18.08,55.31,597,13.76,25.0,45.0
34462.91,45.96,33.21,16.32,647,26.06,44.85,45.0
39907.5,55.31,37.91,87.72,732,42.65,38.18,45.0
10418.36,27.37,21.18,84.92,183,21.53,26.63,87.42
2573.68,53.61,32.59,84.75,50,5.79,41.94,90.76
17036.47,24.86,15.14,80.34,359,37.27,25.0,76.88
6073.15,28.6,21.97,62.83,113,45.93,26.0,91.94
1874.61,21.49,41.82,27.69,50,36.27,50.0,87.02
15056.65,25.63,41.9,13.96,282,32.26,50.0,68.58
31565.79,56.69,30.14,17.95,554,17.98,43.04,45.0
23081.05,38.38,34.58,35.92,421,57.67,45.56,62.09
13198.34,23.11,39.89,50.31,232,24.08,43.7,78.28
26519.34,58.39,43.55,89.46,474,10.94,50.0,56.53
10048.71,55.16,27.15,44.84,191,27.04,34.46,83.11
1560.88,50.19,29.66,51.97,50,21.88,38.66,91.21
30809.78,57.34,24.55,65.61,530,29.13,27.74,49.0
25325.98,28.81,12.52,24.46,473,7.6,25.0,70.51
30729.8,53.45,24.8,84.63,545,35.46,30.6,45.79
2518.58,47.6,37.67,52.32,50,30.61,43.6,90.47
33647.67,54.79,38.17,32.1,564,50.69,45.19,45.0
